Raca,Sexo,Idade,peso_kg,porte_animal,Nivel_Atividade_Pet,Dieta_Atual,Marca_Racao,caminhada_diaria_km,Medicamentos,Convulsoes,Horas_Sono,Tempo_Brincadeira_Horas,Visitas_Anuais_Veterinario,calorias_diarias_RER,Status_Saude,Recomendacao_Racao_IA
German Shepherd,Macho,7.0,13.15,Médio,Ativo,Ração Seca,Pedigree,3.22,Não,Não,9.0,1.0,0.0,483.38,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Fêmea,7.0,19.96,Médio,Moderado,Úmida,Purina,0.0,Não,Não,10.0,2.0,4.0,661.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Macho,4.0,19.5,Médio,Muito Ativo,Caseira,Special,6.44,Sim,Não,9.0,1.0,3.0,649.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,11.0,24.49,Médio,Moderado,Especial,Hill's Science,4.83,Não,Não,10.0,0.0,0.0,770.62,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Macho,6.0,11.34,Médio,Moderado,Úmida,Iams,4.83,Não,Não,12.0,3.0,4.0,432.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Macho,1.0,21.32,Médio,Baixo,Úmida,Pedigree,4.83,Não,Não,8.0,2.0,1.0,694.53,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,4.0,4.54,Pequeno,Ativo,Especial,Royal Canin,1.61,Não,Não,11.0,1.0,3.0,217.72,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey"
SRD (Sem Raça Definida),Macho,2.0,33.11,Grande,Baixo,Caseira,Special,3.22,Não,Não,13.0,2.0,0.0,966.2,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Macho,12.0,33.11,Grande,Ativo,Caseira,Special,0.0,Não,Não,11.0,1.0,3.0,966.2,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,Macho,13.0,24.04,Médio,Moderado,Caseira,Special,0.0,Não,Não,9.0,0.0,2.0,759.97,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Macho,9.0,15.88,Médio,Baixo,Especial,Royal Canin,1.61,Não,Não,12.0,2.0,2.0,556.85,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,3.0,22.68,Médio,Baixo,Úmida,Blue Buffalo,3.22,Sim,Não,12.0,3.0,0.0,727.5,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Rottweiler,Macho,13.0,34.47,Grande,Ativo,Úmida,Purina,4.83,Sim,Sim,12.0,0.0,0.0,995.82,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Boxer,Fêmea,10.0,40.37,Grande,Muito Ativo,Úmida,Hill's Science,8.05,Sim,Não,11.0,1.0,3.0,1121.09,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Bulldog,Macho,6.0,30.84,Grande,Moderado,Especial,Hill's Science,4.83,Sim,Não,8.0,1.0,1.0,916.08,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Dachshund,Fêmea,12.0,27.22,Grande,Muito Ativo,Úmida,Blue Buffalo,4.83,Sim,Não,12.0,1.0,3.0,834.19,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,10.0,18.14,Médio,Ativo,Úmida,Pedigree,8.05,Não,Não,14.0,2.0,1.0,615.28,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),Macho,9.0,22.68,Médio,Muito Ativo,Especial,Nutro,1.61,Sim,Não,12.0,2.0,4.0,727.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Macho,11.0,31.75,Grande,Muito Ativo,Úmida,Royal Canin,3.22,Não,Não,8.0,2.0,3.0,936.28,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Macho,11.0,24.49,Médio,Ativo,Especial,Wellness,6.44,Não,Sim,9.0,1.0,1.0,770.62,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,Macho,4.0,17.24,Médio,Baixo,Especial,Pedigree,1.61,Não,Não,11.0,1.0,1.0,592.24,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,5.0,20.87,Médio,Ativo,Ração Seca,Pedigree,0.0,Sim,Não,12.0,2.0,2.0,683.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Fêmea,2.0,27.22,Grande,Moderado,Especial,Wellness,9.66,Sim,Não,10.0,2.0,1.0,834.19,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,8.0,30.84,Grande,Moderado,Especial,Royal Canin,6.44,Sim,Não,11.0,2.0,1.0,916.08,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Macho,2.0,22.23,Médio,Ativo,Ração Seca,Iams,9.66,Sim,Não,9.0,3.0,2.0,716.64,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Macho,10.0,36.74,Grande,Baixo,Caseira,Special,4.83,Não,Não,10.0,2.0,0.0,1044.61,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Bulldog,Macho,7.0,38.1,Grande,Moderado,Ração Seca,Pedigree,4.83,Sim,Não,12.0,0.0,3.0,1073.47,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
SRD (Sem Raça Definida),Fêmea,9.0,29.94,Grande,Moderado,Caseira,Special,4.83,Sim,Não,14.0,3.0,1.0,895.96,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Golden Retriever,Macho,7.0,16.78,Médio,Baixo,Ração Seca,Purina,3.22,Não,Não,11.0,1.0,2.0,580.35,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Macho,3.0,24.04,Médio,Moderado,Úmida,Pedigree,3.22,Não,Não,12.0,3.0,1.0,759.97,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,Macho,10.0,27.22,Grande,Muito Ativo,Caseira,Special,1.61,Não,Não,9.0,1.0,2.0,834.19,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Macho,3.0,23.59,Médio,Baixo,Úmida,Pedigree,4.83,Sim,Não,11.0,2.0,2.0,749.28,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Siberian Husky,Fêmea,11.0,25.85,Grande,Ativo,Especial,Royal Canin,3.22,Sim,Não,11.0,0.0,2.0,802.5,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Beagle,Fêmea,6.0,21.32,Médio,Ativo,Caseira,Special,4.83,Sim,Não,13.0,0.0,0.0,694.53,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Doberman,Fêmea,11.0,16.78,Médio,Ativo,Caseira,Special,0.0,Sim,Não,9.0,3.0,1.0,580.35,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,Macho,13.0,20.87,Médio,Moderado,Úmida,Purina,4.83,Não,Não,12.0,2.0,2.0,683.5,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Chihuahua,Fêmea,3.0,15.88,Médio,Muito Ativo,Ração Seca,Blue Buffalo,6.44,Sim,Não,12.0,3.0,1.0,556.85,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,12.0,28.12,Grande,Ativo,Ração Seca,Pedigree,4.83,Não,Não,14.0,2.0,0.0,854.79,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
SRD (Sem Raça Definida),Macho,13.0,26.76,Grande,Baixo,Caseira,Special,4.83,Não,Não,11.0,2.0,0.0,823.59,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,Macho,12.0,19.96,Médio,Ativo,Especial,Nutro,4.83,Sim,Não,12.0,1.0,3.0,661.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Macho,6.0,13.61,Médio,Muito Ativo,Caseira,Special,6.44,Não,Não,10.0,3.0,2.0,496.01,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Macho,7.0,19.05,Médio,Muito Ativo,Caseira,Special,4.83,Não,Não,10.0,0.0,2.0,638.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Macho,1.0,27.22,Grande,Baixo,Especial,Royal Canin,3.22,Não,Não,10.0,2.0,1.0,834.19,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Macho,1.0,34.02,Grande,Ativo,Ração Seca,Royal Canin,0.0,Não,Não,9.0,2.0,1.0,986.05,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
German Shepherd,Macho,7.0,26.76,Grande,Ativo,Úmida,Nutro,3.22,Sim,Não,11.0,1.0,1.0,823.59,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
German Shepherd,Fêmea,5.0,34.47,Grande,Ativo,Caseira,Special,1.61,Não,Não,9.0,0.0,0.0,995.82,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Fêmea,7.0,20.87,Médio,Ativo,Úmida,Hill's Science,0.0,Não,Não,12.0,1.0,0.0,683.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
German Shepherd,Fêmea,1.0,28.58,Grande,Muito Ativo,Caseira,Special,1.61,Não,Não,10.0,0.0,1.0,865.26,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
SRD (Sem Raça Definida),Macho,5.0,14.97,Médio,Ativo,Especial,Iams,6.44,Não,Não,12.0,2.0,0.0,532.74,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,Macho,6.0,19.96,Médio,Moderado,Caseira,Special,9.66,Não,Não,11.0,2.0,1.0,661.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,8.0,28.12,Grande,Baixo,Especial,Nutro,8.05,Sim,Não,10.0,2.0,1.0,854.79,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Macho,7.0,24.04,Médio,Muito Ativo,Especial,Royal Canin,4.83,Não,Não,11.0,2.0,1.0,759.97,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Doberman,Fêmea,11.0,21.77,Médio,Ativo,Caseira,Special,1.61,Sim,Não,12.0,0.0,3.0,705.49,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Fêmea,3.0,28.12,Grande,Moderado,Especial,Wellness,3.22,Sim,Não,12.0,1.0,0.0,854.79,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Beagle,Fêmea,7.0,25.85,Grande,Baixo,Especial,Wellness,6.44,Sim,Não,11.0,1.0,1.0,802.5,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Macho,2.0,28.12,Grande,Ativo,Úmida,Special,6.44,Sim,Não,10.0,2.0,3.0,854.79,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Chihuahua,Fêmea,4.0,13.61,Médio,Ativo,Úmida,Nutro,6.44,Sim,Não,11.0,2.0,3.0,496.01,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Golden Retriever,Fêmea,7.0,19.5,Médio,Baixo,Caseira,Special,3.22,Não,Não,10.0,3.0,2.0,649.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Fêmea,9.0,12.7,Médio,Ativo,Caseira,Special,1.61,Não,Não,12.0,2.0,2.0,470.92,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Boxer,Macho,3.0,16.33,Médio,Moderado,Úmida,Blue Buffalo,4.83,Sim,Não,10.0,1.0,3.0,568.64,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Fêmea,9.0,33.57,Grande,Ativo,Ração Seca,Royal Canin,4.83,Não,Não,13.0,2.0,2.0,976.25,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,1.0,30.84,Grande,Ativo,Úmida,Hill's Science,8.05,Sim,Não,11.0,1.0,0.0,916.08,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Siberian Husky,Macho,13.0,22.23,Médio,Ativo,Caseira,Special,3.22,Sim,Não,12.0,1.0,2.0,716.64,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Fêmea,6.0,29.48,Grande,Moderado,Úmida,Wellness,3.22,Sim,Não,11.0,1.0,1.0,885.61,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,11.0,19.05,Médio,Muito Ativo,Ração Seca,Iams,3.22,Sim,Não,11.0,3.0,2.0,638.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Fêmea,13.0,11.34,Médio,Ativo,Úmida,Special,6.44,Não,Não,11.0,1.0,0.0,432.57,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Fêmea,6.0,18.14,Médio,Ativo,Caseira,Special,0.0,Sim,Não,14.0,2.0,1.0,615.28,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,1.0,7.71,Pequeno,Ativo,Caseira,Special,6.44,Sim,Não,10.0,0.0,1.0,323.88,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
Beagle,Macho,4.0,24.95,Médio,Muito Ativo,Ração Seca,Royal Canin,0.0,Sim,Não,13.0,2.0,2.0,781.45,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Macho,11.0,26.76,Grande,Baixo,Úmida,Royal Canin,4.83,Não,Não,11.0,1.0,0.0,823.59,Não,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken"
German Shepherd,Fêmea,6.0,24.04,Médio,Ativo,Caseira,Special,6.44,Não,Não,10.0,2.0,2.0,759.97,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Macho,6.0,23.13,Médio,Muito Ativo,Ração Seca,Royal Canin,0.0,Não,Não,12.0,2.0,2.0,738.29,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Siberian Husky,Macho,13.0,19.96,Médio,Ativo,Especial,Nutro,3.22,Não,Não,13.0,1.0,1.0,661.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Labrador Retriever,Fêmea,6.0,30.84,Grande,Baixo,Caseira,Special,6.44,Sim,Não,12.0,0.0,3.0,916.08,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Bulldog,Fêmea,13.0,31.3,Grande,Ativo,Especial,Blue Buffalo,3.22,Sim,Não,10.0,3.0,2.0,926.31,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Fêmea,13.0,17.24,Médio,Muito Ativo,Úmida,Royal Canin,6.44,Sim,Não,11.0,2.0,1.0,592.24,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Poodle,Macho,2.0,27.22,Grande,Ativo,Caseira,Special,4.83,Sim,Não,8.0,0.0,3.0,834.19,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Rottweiler,Fêmea,2.0,17.69,Médio,Muito Ativo,Caseira,Special,6.44,Sim,Não,11.0,1.0,3.0,603.8,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Yorkshire Terrier,Fêmea,4.0,19.96,Médio,Muito Ativo,Caseira,Special,0.0,Sim,Não,12.0,3.0,2.0,661.03,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Chihuahua,Fêmea,2.0,23.59,Médio,Muito Ativo,Úmida,Nutro,1.61,Sim,Sim,10.0,2.0,3.0,749.28,Não,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken"
Bulldog,Fêmea,8.0,29.03,Grande,Moderado,Especial,Purina,3.22,Sim,Não,10.0,1.0,2.0,875.45,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Great Dane,Macho,11.0,25.4,Grande,Baixo,Especial,Nutro,0.0,Não,Não,9.0,2.0,3.0,792.0,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
Australian Shepherd,Macho,8.0,18.14,Médio,Baixo,Caseira,Special,0.0,Não,Não,12.0,3.0,2.0,615.28,Sim,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food"
