Raca,Idade,peso_kg,porte_animal,Status_Saude,calorias_diarias_RER,Status_Corporal,Sugestao_IA,Acerto
Boxer,1.0,27.67,Grande,Sim,844.51,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
SRD (Sem Raça Definida),4.0,19.5,Médio,Sim,649.57,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Yorkshire Terrier,7.0,27.67,Grande,Sim,844.51,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Labrador Retriever,9.0,33.11,Grande,Sim,966.2,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Golden Retriever,7.0,11.34,Médio,Sim,432.57,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,5.0,22.23,Médio,Sim,716.64,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Doberman,3.0,13.61,Médio,Sim,496.01,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Rottweiler,3.0,26.76,Grande,Sim,823.59,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Yorkshire Terrier,4.0,22.68,Médio,Sim,727.5,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Great Dane,13.0,35.83,Grande,Sim,1025.14,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Doberman,13.0,27.67,Grande,Não,844.51,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Great Dane,8.0,21.77,Médio,Sim,705.49,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,6.0,22.68,Médio,Sim,727.5,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Bulldog,10.0,23.59,Médio,Não,749.28,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Boxer,9.0,18.6,Médio,Sim,626.95,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Labrador Retriever,8.0,19.05,Médio,Sim,638.29,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Poodle,6.0,19.05,Médio,Sim,638.29,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Labrador Retriever,1.0,19.05,Médio,Sim,638.29,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Golden Retriever,2.0,21.32,Médio,Sim,694.53,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,7.0,27.22,Grande,Sim,834.19,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Golden Retriever,4.0,24.04,Médio,Sim,759.97,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
German Shepherd,13.0,21.77,Médio,Não,705.49,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
German Shepherd,8.0,17.69,Médio,Sim,603.8,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,8.0,23.59,Médio,Sim,749.28,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,7.0,21.32,Médio,Sim,694.53,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Dachshund,8.0,22.68,Médio,Sim,727.5,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Yorkshire Terrier,11.0,24.49,Médio,Sim,770.62,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
SRD (Sem Raça Definida),13.0,25.4,Grande,Sim,792.0,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Bulldog,7.0,29.94,Grande,Sim,895.96,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Australian Shepherd,1.0,28.58,Grande,Sim,865.26,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Great Dane,5.0,14.06,Médio,Sim,508.26,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Dachshund,12.0,22.68,Médio,Sim,727.5,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Labrador Retriever,7.0,33.11,Grande,Sim,966.2,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Dachshund,1.0,18.6,Médio,Não,626.95,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Great Dane,8.0,31.3,Grande,Sim,926.31,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Dachshund,7.0,29.94,Grande,Sim,895.96,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Golden Retriever,3.0,16.33,Médio,Sim,568.64,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Siberian Husky,13.0,32.21,Grande,Sim,946.44,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Chihuahua,11.0,24.95,Médio,Sim,781.45,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Yorkshire Terrier,13.0,5.44,Pequeno,Não,249.34,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Bulldog,11.0,27.67,Grande,Não,844.51,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
German Shepherd,4.0,14.06,Médio,Sim,508.26,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Bulldog,12.0,20.41,Médio,Sim,672.17,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Labrador Retriever,7.0,32.66,Grande,Sim,956.34,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Yorkshire Terrier,3.0,25.85,Grande,Sim,802.5,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Beagle,13.0,22.68,Médio,Sim,727.5,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Yorkshire Terrier,4.0,33.11,Grande,Sim,966.2,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Chihuahua,13.0,28.12,Grande,Sim,854.79,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Yorkshire Terrier,12.0,22.68,Médio,Sim,727.5,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Yorkshire Terrier,11.0,21.32,Médio,Sim,694.53,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Siberian Husky,7.0,13.15,Médio,Sim,483.38,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Yorkshire Terrier,6.0,4.54,Pequeno,Sim,217.72,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey",1
Yorkshire Terrier,5.0,28.58,Grande,Sim,865.26,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Siberian Husky,4.0,26.31,Grande,Sim,813.18,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Poodle,8.0,22.68,Médio,Sim,727.5,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Doberman,11.0,15.88,Médio,Não,556.85,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Golden Retriever,3.0,13.15,Médio,Sim,483.38,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Siberian Husky,2.0,24.49,Médio,Sim,770.62,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Dachshund,3.0,22.68,Médio,Sim,727.5,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Bulldog,2.0,26.31,Grande,Sim,813.18,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
German Shepherd,9.0,6.8,Pequeno,Não,294.77,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey",1
Poodle,1.0,17.69,Médio,Não,603.8,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Labrador Retriever,2.0,22.68,Médio,Não,727.5,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Great Dane,6.0,20.87,Médio,Sim,683.5,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Great Dane,2.0,18.6,Médio,Não,626.95,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Bulldog,7.0,27.67,Grande,Sim,844.51,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Chihuahua,13.0,27.67,Grande,Sim,844.51,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Boxer,2.0,31.3,Grande,Sim,926.31,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Yorkshire Terrier,5.0,33.57,Grande,Sim,976.25,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Siberian Husky,5.0,19.96,Médio,Sim,661.03,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Doberman,11.0,13.15,Médio,Não,483.38,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Australian Shepherd,7.0,24.49,Médio,Sim,770.62,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Golden Retriever,8.0,9.07,Pequeno,Sim,365.85,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey",1
Doberman,6.0,36.29,Grande,Sim,1035.0,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Great Dane,7.0,14.51,Médio,Sim,520.41,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Boxer,11.0,24.95,Médio,Sim,781.45,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Dachshund,4.0,26.31,Grande,Sim,813.18,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Yorkshire Terrier,12.0,16.78,Médio,Sim,580.35,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Golden Retriever,7.0,19.96,Médio,Sim,661.03,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Dachshund,9.0,23.59,Médio,Sim,749.28,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Rottweiler,7.0,39.46,Grande,Não,1102.09,Peso Ideal,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Poodle,9.0,24.04,Médio,Não,759.97,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
German Shepherd,6.0,19.05,Médio,Sim,638.29,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
SRD (Sem Raça Definida),2.0,24.95,Médio,Sim,781.45,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Golden Retriever,7.0,15.88,Médio,Sim,556.85,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Rottweiler,2.0,4.54,Pequeno,Não,217.72,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Blue Buffalo® Basics™ Small Breed Adult Dry Dog Food - Natural, Turkey",1
Golden Retriever,3.0,13.61,Médio,Sim,496.01,Abaixo do Peso,"Royal Canin® Breed Health Nutrition® Golden Retriever Puppy Dry Dog Food, Royal Canin® Breed Health Nutrition® German Shepherd Adult Dry Dog Food",1
Siberian Husky,11.0,27.67,Grande,Não,844.51,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Chihuahua,2.0,13.15,Médio,Sim,483.38,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
Doberman,6.0,28.58,Grande,Sim,865.26,Sobrepeso,"Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken, Authority® Everyday Weight Management Adult Dry Dog Food - Chicken",1
Doberman,8.0,24.49,Médio,Sim,770.62,Sobrepeso,"Royal Canin® Weight Care Medium Breed Dry Dog Food, Blue Buffalo® Life Protection Formula™ Adult Weight Control Dry Dog Food - Natural, Chicken",1
